,Label,Prob0,Prob1
1026,1,0.0024,0.9976
1027,1,0.0014,0.9986
1028,1,0.0014,0.9986
1029,1,0.0039,0.9961
1030,1,0.0,1.0
1031,1,0.0006,0.9994
1032,1,0.0004,0.9996
1033,1,0.0,1.0
1034,1,0.0002,0.9998
1035,1,0.0,1.0
1036,1,0.0,1.0
1037,1,0.0,1.0
1038,1,0.0031,0.9969
1039,1,0.0047,0.9953
1040,1,0.0064,0.9936
1041,1,0.0003,0.9997
1042,1,0.0146,0.9854
1043,1,0.0001,0.9999
1044,1,0.0031,0.9969
1045,1,0.0596,0.9404
1046,1,0.0031,0.9969
1047,1,0.0,1.0
1048,1,0.0006,0.9994
1049,1,0.0,1.0
1050,1,0.001,0.999
1051,1,0.0027,0.9973
1052,1,0.0001,0.9999
1053,1,0.0001,0.9999
1054,1,0.044,0.956
1055,1,0.0008,0.9992
1056,1,0.2626,0.7374
1057,1,0.0002,0.9998
1058,1,0.0061,0.9939
1059,1,0.0009,0.9991
1060,1,0.0001,0.9999
1061,1,0.0006,0.9994
1062,1,0.109,0.891
1063,1,0.0003,0.9997
1064,1,0.0027,0.9973
1065,1,0.0001,0.9999
1066,1,0.0114,0.9886
1067,1,0.0001,0.9999
1068,1,0.0001,0.9999
1069,1,0.0001,0.9999
1070,1,0.0253,0.9747
1071,1,0.0097,0.9903
1072,1,0.0465,0.9535
1073,1,0.0002,0.9998
1074,1,0.0001,0.9999
1075,1,0.0,1.0
1076,1,0.0017,0.9983
1077,1,0.0448,0.9552
1078,1,0.0002,0.9998
1079,1,0.0266,0.9734
1080,1,0.0004,0.9996
1081,1,0.0005,0.9995
1082,1,0.0,1.0
1083,1,0.0,1.0
1084,1,0.1446,0.8554
1085,1,0.018,0.982
1086,1,0.0,1.0
1087,1,0.0019,0.9981
1088,1,0.0,1.0
1089,1,0.013,0.987
1090,0,0.581,0.419
1091,1,0.0002,0.9998
1092,1,0.0002,0.9998
1093,1,0.0004,0.9996
1094,1,0.0097,0.9903
1095,1,0.0009,0.9991
1096,1,0.0013,0.9987
1097,1,0.0004,0.9996
1098,1,0.0,1.0
1099,1,0.0002,0.9998
1100,1,0.0001,0.9999
1101,1,0.0001,0.9999
1102,1,0.0006,0.9994
1103,1,0.0,1.0
1104,1,0.0224,0.9776
1105,1,0.0002,0.9998
1106,1,0.0,1.0
1107,1,0.002,0.998
1108,1,0.0814,0.9186
1109,1,0.0,1.0
1110,1,0.0022,0.9978
1111,1,0.0,1.0
1112,1,0.0001,0.9999
1113,1,0.0002,0.9998
1114,1,0.0001,0.9999
1115,1,0.0077,0.9923
1116,1,0.0037,0.9963
1117,1,0.0201,0.9799
1118,1,0.0441,0.9559
1119,1,0.0032,0.9968
1120,1,0.0329,0.9671
1121,1,0.0004,0.9996
1122,1,0.0059,0.9941
1123,1,0.0096,0.9904
1124,1,0.0056,0.9944
1125,1,0.0573,0.9427
1126,1,0.0812,0.9188
1127,1,0.0021,0.9979
1128,1,0.0001,0.9999
1129,1,0.0001,0.9999
1130,1,0.0139,0.9861
1131,1,0.0001,0.9999
1132,1,0.0001,0.9999
1133,1,0.0,1.0
1134,1,0.0364,0.9636
1135,1,0.0,1.0
1136,1,0.0,1.0
1137,1,0.2069,0.7931
1138,1,0.0019,0.9981
1139,1,0.0001,0.9999
1140,0,0.827,0.173
1141,1,0.0004,0.9996
1142,1,0.0,1.0
1143,1,0.0004,0.9996
1144,1,0.1351,0.8649
1145,1,0.0001,0.9999
1146,1,0.0623,0.9377
1147,1,0.0,1.0
1148,1,0.0001,0.9999
1149,1,0.0142,0.9858
1150,1,0.0001,0.9999
1151,1,0.0004,0.9996
1152,1,0.0001,0.9999
1153,1,0.0025,0.9975
1154,1,0.0002,0.9998
1155,1,0.0001,0.9999
1156,1,0.0001,0.9999
1157,1,0.0022,0.9978
1158,1,0.0046,0.9954
1159,1,0.0263,0.9737
1160,1,0.011,0.989
1161,1,0.0016,0.9984
1162,1,0.0001,0.9999
1163,1,0.0,1.0
1164,1,0.0035,0.9965
1165,1,0.0,1.0
1166,1,0.0044,0.9956
1167,1,0.0612,0.9388
1168,1,0.2582,0.7418
1169,1,0.0346,0.9654
1170,1,0.0013,0.9987
1171,1,0.0696,0.9304
1172,1,0.0028,0.9972
1173,1,0.0028,0.9972
1174,1,0.0026,0.9974
1175,1,0.0003,0.9997
1176,1,0.0002,0.9998
1177,1,0.0005,0.9995
1178,1,0.0018,0.9982
1179,1,0.0,1.0
1180,1,0.0018,0.9982
1181,1,0.0001,0.9999
1182,1,0.0,1.0
1183,1,0.0045,0.9955
1184,1,0.0019,0.9981
1185,1,0.0004,0.9996
1186,1,0.0001,0.9999
1187,1,0.0002,0.9998
1188,1,0.0001,0.9999
1189,1,0.0015,0.9985
1190,1,0.0022,0.9978
1191,1,0.1257,0.8743
1192,1,0.0006,0.9994
1193,1,0.0,1.0
1194,1,0.1617,0.8383
1195,1,0.0001,0.9999
1196,1,0.0001,0.9999
1197,1,0.0068,0.9932
1198,1,0.0103,0.9897
1199,1,0.0028,0.9972
1200,1,0.0134,0.9866
1201,1,0.0014,0.9986
1202,1,0.0122,0.9878
1203,1,0.0,1.0
1204,1,0.0,1.0
1205,1,0.0001,0.9999
1206,1,0.0,1.0
1207,1,0.0001,0.9999
1208,1,0.0219,0.9781
1209,1,0.0,1.0
1210,1,0.0001,0.9999
1211,1,0.0006,0.9994
1212,1,0.0003,0.9997
1213,1,0.046,0.954
1214,1,0.0,1.0
1215,1,0.0015,0.9985
1216,1,0.0,1.0
1217,1,0.0054,0.9946
1218,1,0.0005,0.9995
1219,1,0.0001,0.9999
1220,1,0.0022,0.9978
1221,1,0.0037,0.9963
1222,1,0.0023,0.9977
1223,1,0.0027,0.9973
1224,1,0.0,1.0
1225,1,0.0006,0.9994
1226,1,0.3234,0.6766
1227,1,0.1261,0.8739
1228,1,0.0378,0.9622
1229,1,0.0017,0.9983
1230,1,0.0003,0.9997
1231,1,0.0001,0.9999
1232,1,0.0297,0.9703
1233,1,0.0016,0.9984
1234,1,0.0022,0.9978
1235,1,0.0032,0.9968
1236,1,0.0053,0.9947
1237,1,0.0002,0.9998
1238,1,0.0001,0.9999
1239,1,0.0007,0.9993
1240,1,0.0002,0.9998
1241,1,0.0101,0.9899
1242,1,0.002,0.998
1243,1,0.0,1.0
1244,1,0.0001,0.9999
1245,1,0.0001,0.9999
1246,1,0.0057,0.9943
1247,1,0.0026,0.9974
1248,1,0.0,1.0
1249,1,0.0202,0.9798
1250,1,0.0001,0.9999
1251,1,0.0377,0.9623
1252,1,0.0005,0.9995
1253,1,0.0004,0.9996
1254,1,0.0001,0.9999
1255,1,0.0008,0.9992
1256,1,0.002,0.998
1257,1,0.002,0.998
1258,1,0.0002,0.9998
1259,1,0.0,1.0
1260,1,0.0002,0.9998
1261,1,0.0,1.0
1262,1,0.2676,0.7324
1263,1,0.0,1.0
1264,1,0.0019,0.9981
1265,1,0.0001,0.9999
1266,1,0.001,0.999
1267,1,0.0592,0.9408
1268,1,0.0009,0.9991
1269,1,0.0,1.0
1270,1,0.0379,0.9621
1271,1,0.1508,0.8492
1272,1,0.001,0.999
1273,1,0.0045,0.9955
1274,1,0.0101,0.9899
1275,1,0.0001,0.9999
1276,1,0.0266,0.9734
1277,1,0.0001,0.9999
1278,1,0.0017,0.9983
1279,1,0.0001,0.9999
1280,1,0.0071,0.9929
1281,1,0.0,1.0
1282,1,0.0,1.0
1283,1,0.0002,0.9998
1284,1,0.0014,0.9986
1285,1,0.0052,0.9948
1286,1,0.0002,0.9998
1287,1,0.0001,0.9999
1288,1,0.0214,0.9786
1289,1,0.0001,0.9999
1290,1,0.0002,0.9998
1291,1,0.0,1.0
1292,1,0.0002,0.9998
1293,1,0.0288,0.9712
1294,1,0.0027,0.9973
1295,1,0.0035,0.9965
1296,1,0.0,1.0
1297,1,0.0046,0.9954
1298,1,0.0001,0.9999
1299,1,0.0002,0.9998
1300,1,0.0,1.0
1301,1,0.0,1.0
1302,1,0.0667,0.9333
1303,1,0.001,0.999
1304,1,0.0001,0.9999
1305,1,0.0,1.0
1306,1,0.0004,0.9996
1307,1,0.0048,0.9952
1308,1,0.0103,0.9897
1309,1,0.0051,0.9949
1310,1,0.0025,0.9975
1311,1,0.0036,0.9964
1312,1,0.0028,0.9972
1313,1,0.0001,0.9999
1314,1,0.0008,0.9992
1315,1,0.0002,0.9998
1316,1,0.0119,0.9881
1317,1,0.0009,0.9991
1318,1,0.0073,0.9927
1319,1,0.0019,0.9981
1320,1,0.0001,0.9999
1321,1,0.0001,0.9999
1322,1,0.0252,0.9748
1323,1,0.0009,0.9991
1324,1,0.0001,0.9999
1325,1,0.0006,0.9994
1326,1,0.0008,0.9992
1327,1,0.0,1.0
1328,1,0.0002,0.9998
1329,1,0.0003,0.9997
1330,1,0.0225,0.9775
1331,1,0.0002,0.9998
1332,1,0.0014,0.9986
1333,1,0.0001,0.9999
1334,1,0.0256,0.9744
1335,1,0.0019,0.9981
1336,1,0.0029,0.9971
1337,1,0.0,1.0
1338,1,0.0042,0.9958
1339,1,0.0006,0.9994
1340,1,0.0018,0.9982
1341,1,0.002,0.998
1342,1,0.0056,0.9944
1343,1,0.1226,0.8774
1344,0,0.7944,0.2056
1345,1,0.029,0.971
1346,1,0.2346,0.7654
1347,1,0.0001,0.9999
1348,1,0.002,0.998
1349,1,0.0001,0.9999
1350,1,0.0001,0.9999
1351,1,0.0008,0.9992
1352,1,0.0036,0.9964
1353,1,0.0014,0.9986
1354,1,0.0081,0.9919
1355,1,0.0,1.0
1356,1,0.031,0.969
1357,1,0.0,1.0
1358,1,0.0001,0.9999
1359,1,0.0002,0.9998
1360,1,0.0017,0.9983
1361,1,0.0034,0.9966
1362,1,0.0015,0.9985
1363,1,0.2374,0.7626
1364,1,0.0005,0.9995
1365,1,0.0061,0.9939
1366,1,0.0003,0.9997
1367,1,0.0013,0.9987
1368,1,0.1013,0.8987
1369,1,0.0003,0.9997
1370,1,0.0002,0.9998
1371,1,0.0172,0.9828
1372,1,0.0,1.0
1373,1,0.0125,0.9875
1374,1,0.0219,0.9781
1375,1,0.0,1.0
1376,1,0.0008,0.9992
1377,1,0.0049,0.9951
1378,1,0.0001,0.9999
1379,1,0.0,1.0
1380,1,0.0001,0.9999
1381,1,0.0001,0.9999
1382,1,0.0,1.0
1383,1,0.0764,0.9236
1384,1,0.2044,0.7956
1385,1,0.0001,0.9999
1386,1,0.0021,0.9979
1387,1,0.0001,0.9999
1388,1,0.0028,0.9972
1389,1,0.0001,0.9999
1390,1,0.0371,0.9629
1391,1,0.0011,0.9989
1392,1,0.0104,0.9896
1393,1,0.0007,0.9993
1394,1,0.0071,0.9929
1395,1,0.0003,0.9997
1396,1,0.0,1.0
1397,1,0.0003,0.9997
1398,1,0.0886,0.9114
1399,1,0.0694,0.9306
1400,1,0.0002,0.9998
1401,1,0.0008,0.9992
1402,1,0.0058,0.9942
1403,1,0.0,1.0
1404,1,0.001,0.999
1405,1,0.0495,0.9505
1406,1,0.015,0.985
1407,1,0.0093,0.9907
1408,1,0.0012,0.9988
1409,1,0.0047,0.9953
1410,1,0.0056,0.9944
1411,1,0.0195,0.9805
1412,1,0.0107,0.9893
1413,1,0.0002,0.9998
1414,1,0.0008,0.9992
1415,1,0.0002,0.9998
1416,1,0.0,1.0
1417,1,0.0001,0.9999
1418,1,0.0037,0.9963
1419,1,0.0001,0.9999
1420,1,0.0025,0.9975
1421,1,0.0013,0.9987
1422,1,0.0641,0.9359
1423,1,0.0014,0.9986
1424,1,0.0007,0.9993
1425,1,0.0118,0.9882
1426,1,0.0001,0.9999
1427,1,0.0003,0.9997
1428,1,0.0566,0.9434
1429,1,0.0003,0.9997
1430,1,0.0041,0.9959
1431,1,0.0001,0.9999
1432,1,0.0612,0.9388
1433,1,0.0016,0.9984
1434,1,0.0002,0.9998
1435,1,0.0016,0.9984
1436,1,0.0045,0.9955
1437,1,0.0052,0.9948
1438,1,0.0,1.0
1439,1,0.0061,0.9939
1440,1,0.0346,0.9654
1441,1,0.0709,0.9291
1442,1,0.0004,0.9996
1443,1,0.0044,0.9956
1444,1,0.0033,0.9967
1445,1,0.0632,0.9368
1446,1,0.0009,0.9991
1447,1,0.0,1.0
1448,1,0.0006,0.9994
1449,1,0.0026,0.9974
1450,1,0.0,1.0
1451,1,0.0,1.0
1452,1,0.0411,0.9589
1453,1,0.0028,0.9972
1454,1,0.0001,0.9999
1455,1,0.0006,0.9994
1456,1,0.0001,0.9999
1457,1,0.0002,0.9998
1458,1,0.0005,0.9995
1459,1,0.0568,0.9432
1460,1,0.0009,0.9991
1461,1,0.018,0.982
1462,1,0.0444,0.9556
1463,1,0.0004,0.9996
1464,1,0.0027,0.9973
1465,1,0.0,1.0
1466,1,0.0001,0.9999
1467,1,0.0011,0.9989
1468,1,0.0,1.0
1469,1,0.0068,0.9932
1470,1,0.0004,0.9996
1471,1,0.0055,0.9945
1472,1,0.0421,0.9579
1473,1,0.0566,0.9434
1474,1,0.0006,0.9994
1475,1,0.0003,0.9997
1476,1,0.0012,0.9988
1477,1,0.0001,0.9999
1478,1,0.0567,0.9433
1479,1,0.0001,0.9999
1480,1,0.0026,0.9974
1481,1,0.0011,0.9989
1482,1,0.0,1.0
1483,1,0.0078,0.9922
1484,1,0.0089,0.9911
1485,1,0.0006,0.9994
1486,1,0.0001,0.9999
1487,1,0.0001,0.9999
1488,1,0.0005,0.9995
1489,1,0.0032,0.9968
1490,1,0.0049,0.9951
1491,1,0.0001,0.9999
1492,1,0.0013,0.9987
1493,1,0.0001,0.9999
1494,1,0.0001,0.9999
1495,1,0.0117,0.9883
1496,1,0.0067,0.9933
1497,1,0.0274,0.9726
1498,1,0.0001,0.9999
1499,1,0.0,1.0
1500,1,0.0007,0.9993
1501,1,0.198,0.802
1502,1,0.0018,0.9982
1503,1,0.0001,0.9999
1504,1,0.0005,0.9995
1505,1,0.0001,0.9999
1506,1,0.0392,0.9608
1507,1,0.0054,0.9946
1508,1,0.0008,0.9992
1509,1,0.0001,0.9999
1510,1,0.0858,0.9142
1511,1,0.0018,0.9982
1512,1,0.0014,0.9986
1513,1,0.0031,0.9969
1514,1,0.0013,0.9987
1515,1,0.0071,0.9929
1516,1,0.0159,0.9841
1517,1,0.0,1.0
1518,1,0.0,1.0
1519,1,0.0317,0.9683
1520,1,0.0018,0.9982
1521,1,0.0,1.0
1522,1,0.0001,0.9999
1523,1,0.0004,0.9996
1524,1,0.0169,0.9831
1525,1,0.1237,0.8763
1526,1,0.01,0.99
1527,1,0.0001,0.9999
1528,1,0.0008,0.9992
1529,1,0.0053,0.9947
1530,1,0.0092,0.9908
1531,1,0.0033,0.9967
1532,1,0.0002,0.9998
1533,1,0.0024,0.9976
1534,1,0.0045,0.9955
1535,1,0.0001,0.9999
1536,1,0.0888,0.9112
1537,1,0.0032,0.9968
1538,1,0.0977,0.9023
1539,1,0.0001,0.9999
1540,1,0.2642,0.7358
1541,1,0.0005,0.9995
1542,1,0.0326,0.9674
1543,1,0.0015,0.9985
1544,1,0.1374,0.8626
1545,1,0.0,1.0
1546,1,0.0,1.0
1547,1,0.0003,0.9997
1548,1,0.0644,0.9356
1549,1,0.006,0.994
1550,1,0.0045,0.9955
1551,1,0.2194,0.7806
1552,1,0.0,1.0
1553,1,0.0001,0.9999
1554,1,0.0001,0.9999
1555,1,0.0003,0.9997
1556,1,0.0001,0.9999
1557,1,0.0003,0.9997
1558,1,0.005,0.995
1559,1,0.0001,0.9999
1560,1,0.0045,0.9955
1561,1,0.0,1.0
1562,1,0.0296,0.9704
1563,1,0.0002,0.9998
1564,1,0.0006,0.9994
1565,1,0.0001,0.9999
1566,1,0.3603,0.6397
1567,1,0.0001,0.9999
1568,1,0.0024,0.9976
1569,1,0.0,1.0
1570,1,0.0378,0.9622
1571,1,0.0,1.0
1572,1,0.0005,0.9995
1573,1,0.0084,0.9916
1574,1,0.0001,0.9999
1575,1,0.0012,0.9988
1576,1,0.0057,0.9943
1577,1,0.0,1.0
1578,1,0.0044,0.9956
1579,1,0.0009,0.9991
1580,1,0.0012,0.9988
1581,1,0.1187,0.8813
1582,1,0.0,1.0
1583,1,0.0134,0.9866
1584,1,0.0001,0.9999
1585,1,0.0179,0.9821
1586,1,0.0075,0.9925
1587,1,0.0004,0.9996
1588,1,0.0001,0.9999
1589,1,0.0003,0.9997
1590,1,0.0124,0.9876
1591,1,0.1928,0.8072
1592,1,0.0001,0.9999
1593,1,0.0016,0.9984
1594,1,0.0011,0.9989
1595,1,0.0007,0.9993
1596,1,0.0007,0.9993
1597,1,0.0,1.0
1598,1,0.0032,0.9968
1599,1,0.0,1.0
1600,1,0.0058,0.9942
1601,1,0.0295,0.9705
1602,1,0.0001,0.9999
1603,1,0.0024,0.9976
1604,1,0.0043,0.9957
1605,1,0.0038,0.9962
1606,1,0.0001,0.9999
1607,1,0.0007,0.9993
1608,1,0.0,1.0
1609,1,0.0,1.0
1610,1,0.0,1.0
1611,1,0.1783,0.8217
1612,1,0.0001,0.9999
1613,1,0.0085,0.9915
1614,1,0.0695,0.9305
1615,1,0.0133,0.9867
1616,1,0.0,1.0
1617,1,0.0,1.0
1618,1,0.0023,0.9977
1619,1,0.0001,0.9999
1620,1,0.0,1.0
1621,1,0.003,0.997
1622,1,0.0072,0.9928
1623,1,0.0046,0.9954
1624,1,0.0006,0.9994
1625,1,0.0004,0.9996
1626,1,0.0001,0.9999
1627,1,0.0014,0.9986
1628,1,0.0001,0.9999
1629,1,0.1541,0.8459
1630,1,0.0001,0.9999
1631,1,0.002,0.998
1632,1,0.0015,0.9985
1633,1,0.0513,0.9487
1634,1,0.0032,0.9968
1635,1,0.0001,0.9999
1636,1,0.0015,0.9985
1637,1,0.0002,0.9998
1638,1,0.0,1.0
1639,1,0.0583,0.9417
1640,1,0.0824,0.9176
1641,1,0.0001,0.9999
1642,1,0.0036,0.9964
1643,1,0.0001,0.9999
1644,1,0.0006,0.9994
1645,1,0.0069,0.9931
1646,1,0.0073,0.9927
1647,1,0.0549,0.9451
1648,1,0.0,1.0
1649,1,0.0103,0.9897
1650,1,0.0001,0.9999
1651,1,0.0001,0.9999
1652,1,0.0014,0.9986
1653,1,0.0002,0.9998
1654,1,0.0545,0.9455
1655,1,0.0144,0.9856
1656,1,0.002,0.998
1657,1,0.0001,0.9999
1658,1,0.0001,0.9999
1659,1,0.0015,0.9985
1660,1,0.0107,0.9893
1661,1,0.0001,0.9999
1662,1,0.001,0.999
1663,1,0.0007,0.9993
1664,1,0.0,1.0
1665,1,0.0104,0.9896
1666,1,0.021,0.979
1667,1,0.2663,0.7337
1668,1,0.0001,0.9999
1669,1,0.0001,0.9999
1670,1,0.0004,0.9996
1671,1,0.0006,0.9994
1672,1,0.0001,0.9999
1673,1,0.0251,0.9749
1674,1,0.0126,0.9874
1675,1,0.0858,0.9142
1676,1,0.0064,0.9936
1677,1,0.0001,0.9999
1678,1,0.0002,0.9998
1679,1,0.0026,0.9974
1680,1,0.0002,0.9998
1681,1,0.0339,0.9661
1682,1,0.0001,0.9999
1683,1,0.0,1.0
1684,1,0.0028,0.9972
1685,1,0.0022,0.9978
1686,1,0.0014,0.9986
1687,1,0.0022,0.9978
1688,1,0.0183,0.9817
1689,1,0.0185,0.9815
1690,1,0.0712,0.9288
1691,1,0.0091,0.9909
1692,1,0.0219,0.9781
1693,1,0.0002,0.9998
1694,1,0.1377,0.8623
1695,1,0.0,1.0
1696,1,0.0032,0.9968
1697,1,0.0008,0.9992
1698,1,0.003,0.997
1699,1,0.0038,0.9962
1700,1,0.0,1.0
1701,1,0.0,1.0
1702,1,0.0004,0.9996
1703,1,0.0001,0.9999
1704,1,0.0,1.0
1705,1,0.0,1.0
1706,1,0.0009,0.9991
1707,1,0.001,0.999
1708,1,0.0025,0.9975
1709,1,0.0001,0.9999
1710,1,0.0004,0.9996
1711,1,0.0,1.0
1712,1,0.0001,0.9999
1713,1,0.0001,0.9999
1714,1,0.0,1.0
1715,1,0.0057,0.9943
1716,1,0.0002,0.9998
1717,1,0.0035,0.9965
1718,1,0.0005,0.9995
1719,1,0.0042,0.9958
1720,1,0.0002,0.9998
1721,1,0.0328,0.9672
1722,1,0.0037,0.9963
1723,1,0.0002,0.9998
1724,1,0.0001,0.9999
1725,1,0.3235,0.6765
1726,1,0.0003,0.9997
1727,1,0.0004,0.9996
1728,1,0.0,1.0
1729,1,0.0235,0.9765
1730,1,0.0008,0.9992
1731,1,0.0,1.0
1732,1,0.0363,0.9637
1733,1,0.0256,0.9744
1734,1,0.0046,0.9954
1735,1,0.0001,0.9999
1736,1,0.0,1.0
1737,1,0.0395,0.9605
1738,1,0.0002,0.9998
1739,1,0.0285,0.9715
1740,1,0.4802,0.5198
1741,1,0.0434,0.9566
1742,1,0.0187,0.9813
1743,1,0.001,0.999
1744,1,0.0,1.0
1745,1,0.2462,0.7538
1746,1,0.0019,0.9981
1747,1,0.0188,0.9812
1748,1,0.0118,0.9882
1749,1,0.0001,0.9999
1750,1,0.0028,0.9972
1751,1,0.0059,0.9941
1752,1,0.0002,0.9998
1753,1,0.0048,0.9952
1754,1,0.0,1.0
1755,1,0.0,1.0
1756,1,0.0044,0.9956
1757,1,0.0008,0.9992
1758,1,0.0001,0.9999
1759,1,0.3282,0.6718
1760,1,0.0,1.0
1761,1,0.0022,0.9978
1762,1,0.0,1.0
1763,1,0.014,0.986
1764,0,0.5562,0.4438
1765,1,0.0002,0.9998
1766,1,0.002,0.998
1767,1,0.0018,0.9982
1768,1,0.003,0.997
1769,1,0.0002,0.9998
1770,1,0.0001,0.9999
1771,1,0.0004,0.9996
1772,1,0.1049,0.8951
1773,1,0.0,1.0
1774,1,0.0016,0.9984
1775,1,0.0001,0.9999
1776,1,0.0188,0.9812
1777,1,0.0056,0.9944
1778,1,0.0,1.0
1779,1,0.0737,0.9263
1780,1,0.0002,0.9998
1781,1,0.0001,0.9999
1782,1,0.0003,0.9997
1783,1,0.0001,0.9999
1784,1,0.0132,0.9868
1785,1,0.0666,0.9334
1786,1,0.0037,0.9963
1787,1,0.0005,0.9995
1788,1,0.0002,0.9998
1789,1,0.0,1.0
1790,1,0.0004,0.9996
1791,1,0.1268,0.8732
1792,1,0.0001,0.9999
1793,1,0.0001,0.9999
1794,1,0.0001,0.9999
1795,1,0.0147,0.9853
1796,1,0.0012,0.9988
1797,1,0.0029,0.9971
1798,1,0.0011,0.9989
1799,1,0.0094,0.9906
1800,1,0.0008,0.9992
1801,1,0.005,0.995
1802,1,0.0031,0.9969
1803,1,0.0004,0.9996
1804,1,0.1377,0.8623
1805,1,0.094,0.906
1806,1,0.0002,0.9998
1807,1,0.0012,0.9988
1808,1,0.0014,0.9986
1809,1,0.0025,0.9975
1810,1,0.0005,0.9995
1811,1,0.0045,0.9955
1812,1,0.0012,0.9988
1813,1,0.0001,0.9999
1814,1,0.0001,0.9999
1815,1,0.0024,0.9976
1816,1,0.0609,0.9391
1817,1,0.0022,0.9978
1818,1,0.0,1.0
1819,1,0.0,1.0
1820,1,0.0,1.0
1821,1,0.0,1.0
1822,1,0.0001,0.9999
1823,1,0.0146,0.9854
1824,1,0.3159,0.6841
1825,1,0.0003,0.9997
1826,1,0.0009,0.9991
1827,1,0.0031,0.9969
1828,1,0.0013,0.9987
1829,1,0.0007,0.9993
1830,1,0.0024,0.9976
1831,1,0.0003,0.9997
1832,1,0.0,1.0
1833,1,0.0,1.0
1834,1,0.0004,0.9996
1835,1,0.0023,0.9977
1836,1,0.0001,0.9999
1837,1,0.0028,0.9972
1838,1,0.0,1.0
1839,1,0.0006,0.9994
1840,1,0.0012,0.9988
1841,1,0.001,0.999
1842,1,0.0001,0.9999
1843,1,0.0013,0.9987
1844,1,0.0,1.0
1845,1,0.0013,0.9987
1846,1,0.0023,0.9977
1847,1,0.0025,0.9975
1848,1,0.0133,0.9867
1849,1,0.0001,0.9999
1850,1,0.0001,0.9999
1851,1,0.1007,0.8993
1852,1,0.002,0.998
1853,1,0.0006,0.9994
1854,1,0.0,1.0
1855,1,0.001,0.999
1856,1,0.0487,0.9513
1857,1,0.0044,0.9956
1858,1,0.0,1.0
1859,1,0.0024,0.9976
1860,1,0.0,1.0
1861,1,0.0001,0.9999
1862,1,0.0,1.0
1863,1,0.0001,0.9999
1864,1,0.0,1.0
1865,1,0.0237,0.9763
1866,1,0.1147,0.8853
1867,1,0.0001,0.9999
1868,1,0.0047,0.9953
1869,1,0.0917,0.9083
1870,1,0.0038,0.9962
1871,1,0.0396,0.9604
1872,1,0.0067,0.9933
1873,1,0.0227,0.9773
1874,1,0.0263,0.9737
1875,1,0.0019,0.9981
1876,1,0.0001,0.9999
1877,1,0.0259,0.9741
1878,1,0.0002,0.9998
1879,1,0.0001,0.9999
1880,1,0.0008,0.9992
1881,1,0.0001,0.9999
1882,1,0.0001,0.9999
1883,1,0.0542,0.9458
1884,1,0.0001,0.9999
1885,1,0.0025,0.9975
1886,1,0.0001,0.9999
1887,1,0.0001,0.9999
1888,1,0.0011,0.9989
1889,1,0.004,0.996
1890,1,0.0,1.0
1891,1,0.0005,0.9995
1892,1,0.0,1.0
1893,1,0.0069,0.9931
1894,1,0.1894,0.8106
1895,1,0.0001,0.9999
1896,1,0.0026,0.9974
1897,1,0.0017,0.9983
1898,1,0.295,0.705
1899,1,0.0,1.0
1900,1,0.0003,0.9997
1901,1,0.0001,0.9999
1902,1,0.0012,0.9988
1903,1,0.0,1.0
1904,1,0.0002,0.9998
1905,1,0.1897,0.8103
1906,1,0.0012,0.9988
1907,1,0.0003,0.9997
1908,1,0.0173,0.9827
1909,1,0.0186,0.9814
1910,1,0.0,1.0
1911,1,0.0,1.0
1912,1,0.0001,0.9999
1913,1,0.001,0.999
1914,1,0.004,0.996
1915,1,0.0262,0.9738
1916,1,0.0017,0.9983
1917,1,0.0001,0.9999
1918,1,0.0001,0.9999
1919,1,0.0,1.0
1920,1,0.0002,0.9998
1921,1,0.0039,0.9961
1922,1,0.0001,0.9999
1923,1,0.0007,0.9993
1924,1,0.0001,0.9999
1925,1,0.0001,0.9999
1926,1,0.0123,0.9877
1927,1,0.0013,0.9987
1928,1,0.0042,0.9958
1929,1,0.2206,0.7794
1930,1,0.0003,0.9997
1931,1,0.0001,0.9999
1932,1,0.0018,0.9982
1933,1,0.0003,0.9997
1934,1,0.0,1.0
1935,1,0.0003,0.9997
1936,1,0.0007,0.9993
1937,1,0.0013,0.9987
1938,1,0.027,0.973
1939,1,0.0001,0.9999
1940,1,0.0007,0.9993
1941,1,0.0,1.0
1942,1,0.002,0.998
1943,1,0.0148,0.9852
1944,1,0.0016,0.9984
1945,1,0.0452,0.9548
1946,1,0.0518,0.9482
1947,1,0.1057,0.8943
1948,1,0.0004,0.9996
1949,1,0.0059,0.9941
1950,1,0.0025,0.9975
1951,1,0.0001,0.9999
1952,1,0.0001,0.9999
1953,1,0.0015,0.9985
1954,1,0.0009,0.9991
1955,1,0.184,0.816
1956,1,0.0,1.0
1957,1,0.0885,0.9115
1958,1,0.0001,0.9999
1959,1,0.0001,0.9999
1960,1,0.0005,0.9995
1961,1,0.0002,0.9998
1962,1,0.0002,0.9998
1963,1,0.0,1.0
1964,1,0.0102,0.9898
1965,1,0.0001,0.9999
1966,1,0.0014,0.9986
1967,1,0.0045,0.9955
1968,1,0.001,0.999
1969,1,0.0037,0.9963
1970,1,0.0024,0.9976
1971,1,0.1019,0.8981
1972,1,0.0,1.0
1973,1,0.0003,0.9997
1974,1,0.0,1.0
1975,1,0.0,1.0
1976,1,0.0002,0.9998
1977,1,0.0009,0.9991
1978,1,0.0001,0.9999
1979,1,0.0098,0.9902
1980,1,0.001,0.999
1981,1,0.0046,0.9954
1982,1,0.0001,0.9999
