accX,accY,accZ,gyroX,gyroY,gyroZ
-0.557441,2.607877,7.382947,-0.044169,0.169247,0.202063
0.061372,1.08689,6.431675,0.056618,-0.038645,0.075973
0.051942,1.639391,11.507769,-0.052902,0.091461,0.022972
0.309706,2.887944,6.786887,0.340014,-0.029789,-0.237948
-0.186961,2.929708,6.899303,0.356945,-0.019493,0.087583
0.121697,1.156794,6.611302,-0.349545,-0.39469,-0.26096
-0.151036,2.554588,7.743996,-0.141011,0.029695,0.296576
0.309407,1.521137,10.181228,-0.00518,0.150212,-0.405428
-0.896336,2.16884,6.742878,0.080552,-0.302364,-0.099904
-0.876577,0.526156,13.720318,0.382045,0.145007,-0.097196
1.076561,0.436792,10.537936,0.052242,0.064302,0.041146
-0.784219,2.194137,10.843451,0.05769,0.385745,0.106114
-0.599952,2.023342,8.869356,0.110223,-0.062135,-0.13874
-0.36524,4.934788,8.33347,0.063776,-0.059224,-0.06685
0.957259,0.677491,7.806716,-0.072915,0.399281,0.007958
-0.522863,2.191443,6.699618,-0.194487,-0.061432,0.191144
0.350272,1.833537,7.290439,-0.261534,-0.174243,0.150731
0.593815,1.547033,6.662645,0.068745,0.137804,0.228916
0.622406,1.765429,9.418564,0.210544,0.044419,-0.145715
0.80308,1.72172,7.909103,0.001098,-0.057776,0.013361
-0.613424,2.857258,6.929241,0.130489,0.064809,0.414305
0.759072,2.409839,11.920312,-0.119394,0.082521,-0.233855
0.882714,1.172362,9.2569,0.298898,-0.199927,-0.224136
-0.031135,3.222648,8.484806,0.102622,0.046805,-0.114545
0.201032,3.477868,8.152197,0.138921,-0.048914,-0.035588
0.596809,0.663121,11.725417,-0.187962,0.068733,0.148149
0.751437,1.390459,7.694898,-0.067554,-0.084868,0.155368
0.19699,1.203048,7.20841,0.367997,0.0249,-0.044236
0.295186,1.760489,7.34313,-0.196491,0.215863,-0.564148
0.055535,3.629951,9.51197,-0.069892,0.564978,-0.429034
0.85128,3.277435,10.196496,0.035428,0.563602,0.131187
0.237556,3.45751,7.055428,-0.784969,0.23679,-0.201334
-0.867746,1.309627,7.593858,-0.143064,0.592093,-0.432565
-1.342259,2.209855,12.578942,-0.364182,-0.18894,0.009016
-0.587678,1.513802,10.307416,-0.500858,-0.363259,0.138865
-1.920057,0.747096,12.232263,0.07919,0.237678,0.048683
-0.621358,2.745591,12.630884,-0.328266,-0.072011,0.035052
-0.038919,3.101401,8.008646,-0.021753,0.138176,-0.431437
0.036075,0.312101,8.354726,0.145137,-0.205946,-0.35216
0.406854,0.482896,8.275092,-0.132598,-0.435151,-0.109957
-0.046254,3.133584,12.211456,0.106435,0.139629,0.196848
-0.43275,1.951492,7.431596,-0.106786,-0.038044,0.342267
-0.323028,3.623515,6.95843,0.199876,-0.10852,0.062186
-1.058599,0.548759,10.327175,-0.011381,0.014635,0.016793
0.277373,1.868864,6.532565,0.164937,-0.061762,0.222514
-0.29339,1.367556,9.483679,0.117052,-0.47132,0.427315
-0.57705,3.306324,8.667875,-0.168112,0.1409,0.282505
-0.801882,2.482737,11.901301,-0.465747,-0.32489,-0.472499
0.357457,3.233276,9.295969,-0.018835,0.363537,0.371893
-0.315843,1.705703,13.641133,-0.007359,0.05093,0.204783
0.415835,1.704955,6.660699,-0.02488,-0.09867,0.10109
1.067879,2.297273,9.621841,-0.684275,0.113415,-0.56596
-0.295785,0.193847,13.06543,-0.028982,-0.017401,0.023133
-0.26435,-0.197739,13.13294,0.145389,0.391012,0.108308
-0.110021,1.809138,7.973469,0.084172,0.048615,1.020784
-0.328118,1.775159,8.223449,0.160996,-0.083563,-0.14593
-1.132695,2.225572,9.983489,0.01392,-0.037736,0.244602
0.201032,3.304079,7.552544,-0.287528,0.019769,0.244366
0.161514,2.722089,11.539653,-1.158791,-0.411992,-0.596016
-0.527503,3.546425,11.404484,0.05557,-0.239258,0.025984
1.806294,1.842518,12.174333,-0.034152,0.227912,-0.241039
1.095871,2.627037,11.394754,-0.688299,-0.214586,-0.369592
0.284708,1.966311,8.466244,0.005641,-0.282357,0.231202
0.282762,2.276017,6.931037,0.101692,-0.171254,-0.036094
-0.169597,1.662742,7.66062,0.160727,-0.007315,0.343365
1.176703,2.170486,10.052346,-0.042452,-0.335332,-0.016795
0.828078,1.464255,8.652307,0.049658,0.319028,-0.384642
-0.551154,1.309327,9.79548,-0.002566,0.004983,0.020302
0.657133,1.496887,9.188792,0.094034,0.04854,0.131862
0.409548,1.431024,7.933802,-0.275227,0.089743,-0.248981
0.834066,0.526156,12.023896,0.144741,-0.069713,0.12851
-0.374671,3.785328,10.189162,-0.177821,-0.029149,-0.229476
-0.133822,1.444796,13.197605,0.27823,-0.351238,0.150392
0.381257,4.066593,10.929522,0.306667,0.698446,0.075259
-0.43739,1.697919,7.571555,0.91034,0.826406,0.371974
-0.686173,3.891158,11.929443,0.258668,0.561494,-0.017027
-0.282463,1.849404,10.839858,-0.134016,-0.266207,0.00412
0.203427,3.547772,9.613608,0.108681,0.016025,0.199567
0.470771,1.275498,7.167695,0.20544,-0.283169,0.024068
1.886228,1.233285,9.398655,-0.941352,-0.021304,-0.536627
-0.375569,3.63564,7.546257,-0.048839,-0.153377,0.119682
0.50984,2.898123,7.906109,-0.065651,0.086951,0.171917
0.208816,2.282005,7.199429,0.312486,-0.029142,0.48679
-0.337099,2.229464,7.229965,0.482528,-0.046882,0.109475
-0.409848,5.051545,10.311757,-0.144144,0.045594,0.001761
-0.571661,1.149609,8.881181,-0.146132,0.084392,0.147357
0.776435,1.266816,6.772367,-0.365042,-0.272025,0.17456
1.619033,2.112856,8.572972,0.058716,-0.04006,-0.073255
-0.440085,3.469635,11.864777,-0.189724,-0.050288,-0.034622
0.217498,2.442321,6.435867,0.068117,0.008676,0.033787
1.949396,1.858236,10.506352,0.566865,-0.177094,0.141399
0.402663,3.49119,6.685398,0.195694,0.154234,-0.190129
-1.241219,1.99086,8.674461,-0.141069,-0.187816,0.157626
-0.681982,1.921853,9.562115,-0.690714,-0.059704,0.768413
0.265398,2.2841,10.71397,0.20807,-0.088353,-0.014979
0.765508,2.338587,10.818154,0.078471,0.080461,0.038303
-0.297282,1.287772,15.256274,-0.250405,-0.399551,-0.056441
2.362836,1.497336,9.849967,0.431459,-0.172099,-0.318923
-0.215402,2.97207,11.050171,0.17411,0.000869,-0.017773
-1.185086,1.747616,11.138188,-0.597113,-0.030802,0.095004
0.58663,1.368454,8.98791,-0.115191,-0.004438,-0.125566
-0.503253,1.041983,11.78649,-0.263435,0.223885,-0.368996
1.088686,-0.438438,10.849139,0.112978,-0.190738,0.107927
0.17813,1.801803,9.231004,-0.356259,-0.628583,0.248104
-0.465532,2.105072,8.023914,0.07362,0.054576,-0.09968
-0.364043,3.76991,11.114388,-1.149022,-0.528961,-0.44374
-0.818947,1.320404,9.922865,0.051827,0.228659,-0.390687
-0.372126,1.498234,6.568491,0.298798,0.168087,-0.191014
-0.277972,2.566413,7.060218,0.009964,0.239315,0.173317
-0.62974,2.606081,7.609725,-0.115687,0.158586,0.183893
1.557361,1.604663,11.362422,-0.058588,-0.199589,-0.157567
0.434247,2.117048,6.839427,-0.062955,-0.138257,0.111445
1.051713,1.571283,7.75687,-0.106094,0.147251,0.049718
-0.003742,3.030448,7.309899,0.487562,-0.09603,-0.292918
0.121847,3.807632,11.106304,0.855408,-0.216736,0.483021
-0.98091,2.674937,10.639126,-0.090042,-0.125985,-0.119865
0.068108,3.591032,6.485713,0.373944,0.124289,0.151231
0.204026,2.105372,7.587721,-0.105669,0.08068,-0.469161
0.789159,3.421136,11.066038,-0.095758,-0.303447,-0.145454
0.217647,1.944157,7.87677,-0.015057,-0.092965,-0.012367
-0.822989,2.886897,9.711804,0.270355,0.573209,0.116303
-0.86535,0.602048,12.008179,0.200896,0.207345,-0.053322
-0.134121,3.645818,8.167166,0.043915,0.084387,-0.109047
-0.424068,2.999014,7.414082,-0.183917,-0.110875,0.491047
-0.214504,1.991908,12.075539,-0.40692,-0.206208,-0.232413
-0.203277,3.812871,9.170679,-0.229929,-0.11188,-0.210129
0.122296,3.971391,13.324242,0.047719,-0.001219,0.014728
0.399819,1.007555,8.202044,0.119573,0.621939,0.258134
0.113763,2.029929,6.951844,0.180444,-0.119867,0.037826
2.031725,2.600093,12.929064,-0.307418,0.16545,0.45336
-0.804727,3.504063,11.757301,0.314442,0.071664,0.150809
-0.54801,1.511557,6.735693,-0.020333,-0.349998,-0.177321
-0.101938,3.910618,7.339088,0.08566,-0.087314,-0.138252
1.179098,2.065255,8.9445,-0.307863,-0.370719,-0.067492
0.554447,2.325115,11.33428,-0.266658,0.052214,-0.340492
-1.626667,3.941454,10.66592,0.268284,-0.085407,0.021127
-0.065564,2.297722,7.019802,0.003064,0.82347,0.114117
-0.04311,2.790497,7.510931,0.173178,0.048518,-0.243489
0.348625,0.752186,6.061794,0.121394,-0.629506,-0.2704
-1.136886,0.363893,12.138707,-0.026265,-0.073307,-0.089803
0.075742,2.19279,8.646021,-0.272157,-0.054598,-0.102374
-0.944536,1.358425,10.925181,-0.523801,-0.265033,0.078052
-0.753683,1.763034,7.921078,-0.054213,0.054651,-0.162168
-0.549657,2.432292,11.469,0.307668,0.265973,0.313603
-0.578996,1.022075,9.801318,0.016642,0.31248,-0.39064
-0.875978,0.799188,11.836935,0.003144,0.067907,0.023114
0.109422,1.951043,8.630004,-0.232715,0.149249,0.22044
-0.036823,1.30334,12.358151,-0.386725,0.136361,0.196979
-0.378712,3.278632,7.816446,-0.03587,0.024808,0.177652
0.593815,3.739224,11.95489,0.600653,-0.256717,0.076496
-0.430954,3.223696,11.737691,-0.053382,-0.141635,0.410533
-0.08637,3.071463,7.672744,0.212152,0.368595,0.123358
-0.10104,0.784219,13.159884,0.078688,-0.275055,0.013536
1.761687,1.631008,9.301956,0.207611,0.365328,0.080791
-0.640518,2.75068,9.116792,-0.073686,-0.092795,0.075807
0.066462,3.622467,10.759476,0.230477,-0.131587,0.112897
1.36082,1.273701,13.427827,-0.026718,-0.075167,-0.066128
0.351918,2.236349,8.965606,0.063739,0.146132,-0.637857
-0.433349,3.419489,11.236384,-0.204923,-0.042788,0.082456
0.248783,2.581681,13.638139,0.058408,-0.020406,0.046599
-1.616638,1.882934,9.000184,-0.022677,0.115987,0.164462
-0.943338,2.393373,12.206367,-0.099405,-0.386244,0.043651
-0.386496,2.88046,12.246932,0.274938,-0.024473,0.317357
0.435145,1.660647,13.06079,-0.590747,0.351656,0.114563
0.498314,0.117655,12.538227,0.054732,-0.169859,-0.078456
-0.252974,3.334316,11.370206,0.141356,-0.280055,-0.153083
1.788032,0.796793,13.134137,-0.32494,0.179719,0.004065
-0.542472,3.711232,11.736943,-0.181286,-0.087976,-0.347006
-0.474064,1.611998,9.798474,-0.367081,0.332144,0.49084
-0.492775,1.597179,6.31866,0.014116,-0.074236,0.008231
0.462987,2.694547,8.905132,-0.245954,0.332925,0.155258
0.084275,2.351011,7.079528,-0.442377,0.020105,-0.201213
-0.552202,1.920656,6.186635,-0.197472,-0.034498,0.090003
0.292192,2.481091,13.067077,0.255845,-0.142408,-0.068109
-1.287622,1.38986,13.048665,0.290025,-0.005574,0.193282
-0.02904,1.982627,7.903864,-0.592932,0.342876,0.332794
-0.251178,2.354753,7.861203,-0.071782,0.05803,-0.49838
-0.241897,3.419938,8.776848,-0.028383,0.147294,-0.142547
0.217348,1.282533,13.206587,0.055324,-0.394479,0.362809
1.334924,1.52443,9.431587,0.215232,-0.074754,-0.059599
1.286425,0.969234,9.058862,-0.106064,0.055425,-0.43924
1.440904,0.869841,9.452244,-0.024576,0.359243,-0.621248
-0.696951,1.629062,11.072774,0.023633,0.576588,-0.146686
-0.685425,1.451532,9.802066,0.062696,-0.370469,-0.013194
-0.710572,2.665657,9.393416,-0.352469,-0.262427,0.135148
1.345253,1.384321,7.740703,0.624534,0.216782,0.222413
-0.232766,3.520529,6.773115,0.337148,-0.106406,0.085873
0.47137,2.425556,10.721305,0.057941,0.072855,-0.071071
-1.479673,4.300557,10.990745,0.003847,-0.035595,0.054746
-0.87523,3.906277,8.834329,-0.067855,0.114033,-0.102034
-1.017883,2.993475,11.586955,-0.191229,0.295028,0.191759
-0.074096,2.639761,8.414602,0.811765,0.010003,0.543003
-0.712069,2.147734,13.073963,0.11073,-0.012347,-0.109827
0.314197,2.195335,7.649543,0.177489,-0.3789,-0.084133
-1.703757,1.464854,9.693542,0.816948,0.406188,0.225896
-0.894689,0.33201,11.654764,-0.184154,0.051605,-0.131138
0.332758,3.687881,7.841593,0.127519,0.095299,-0.02628
0.094154,1.903292,9.379346,0.21321,0.180631,-0.06041
0.474064,0.631986,8.565189,-0.607356,0.289477,0.399691
0.609383,1.649869,5.757926,0.201459,0.302617,0.028917
-0.15403,2.189796,10.356064,-0.086609,0.129124,-0.033324
-0.270338,3.946094,8.912915,-0.092958,-0.185088,-0.471834
-0.046404,3.046764,6.627767,0.147197,0.244779,-0.210994
-1.131347,2.185755,10.605895,0.420128,0.419658,-0.125909
-0.173938,3.147205,11.706706,-0.10808,-0.048418,0.006479
1.056952,1.987866,8.062684,0.103869,-0.131683,-0.096166
-0.100741,3.349585,13.010045,-0.805018,-0.322307,-0.051591
-0.566871,1.488505,9.712852,0.046241,0.061834,0.097899
-0.438438,2.087858,9.485774,-0.120943,0.28604,-0.222408
-0.479154,0.859513,9.834699,-0.013162,-0.03278,0.001192
-0.595013,0.569117,9.791139,-0.016106,-0.023301,-0.0224
-0.2645,-0.090711,9.082213,0.557072,0.136814,0.387812
1.227298,2.016756,8.552465,0.19213,-0.041841,0.259174
-0.842149,-0.071701,9.931248,-0.13597,-0.116799,0.189707
-0.366438,3.41904,11.208991,-0.024824,0.101191,-0.008846
1.650168,0.280068,11.184891,-0.036331,-0.060322,-0.203956
0.199385,1.017135,9.168284,0.180848,-0.041257,0.003215
0.602497,0.783022,7.940238,0.62088,0.517749,0.382534
0.390538,1.124462,9.251511,0.128719,-0.13325,0.033513
0.929567,1.968556,8.239616,0.096903,-0.144518,-0.222278
1.01953,2.268233,12.255465,-0.115736,-0.312948,-0.17102
-0.681982,0.896486,9.825867,-0.169287,-0.051274,0.395726
-0.781076,1.31756,9.093739,0.027282,-0.000525,0.042581
-0.655487,1.06264,11.695629,-0.166832,-0.331507,-0.246599
0.798889,2.222728,9.244326,-0.426104,-0.305483,0.074187
0.49547,1.925745,8.284672,-0.168335,-0.166207,0.326641
0.103435,2.773882,6.651867,-0.148628,0.407823,-0.320064
-0.175285,2.932552,10.666369,-0.019099,-0.170722,-0.118762
0.324375,2.363735,7.429351,-0.266812,-0.154852,-0.184498
-0.369731,3.891009,9.859996,-0.025346,0.151698,-0.038229
-0.227976,2.215692,7.92976,0.086885,0.069215,-0.142879
0.941392,1.69732,12.888798,0.46186,-0.132283,0.226592
-0.552202,2.160607,6.845565,-0.723328,-0.494601,-0.228923
-0.946931,1.537603,9.4976,0.057468,-0.06975,0.041849
-0.277224,1.310525,7.414232,-0.0638,-0.088129,0.024235
0.267643,1.426683,10.475666,-0.360125,0.046328,-0.223767
0.449515,2.320025,13.166021,0.181875,-0.351965,0.050365
-1.28403,2.275269,9.042396,-0.16985,-0.053297,-0.29808
-0.291743,2.132765,8.388706,-0.291392,-0.117302,-0.050114
-1.889521,3.04886,12.238999,-0.128088,0.323409,-0.038874
-0.378263,3.68818,8.463251,0.042378,0.008391,-0.213459
-0.510888,2.866838,12.704381,-0.010236,-0.225635,-0.560758
-1.041384,1.870959,9.710906,-0.046814,0.14365,0.437108
0.312849,1.377286,7.854766,0.345605,-0.43976,0.074075
0.233365,2.196083,7.326065,-0.19879,0.079086,-0.065061
0.724793,2.580783,13.295801,0.004441,-0.147577,-0.234879
0.068857,3.375181,8.666827,0.038845,-0.153697,-0.252389
-0.18756,1.74073,7.297026,0.128712,0.1347,0.259384
0.200284,2.268982,8.590636,0.839019,-0.281784,0.522003
-0.600252,2.295477,11.793974,0.180571,0.108931,-0.13775
-1.159639,-0.144749,9.520801,0.041455,0.021736,-0.019545
-0.900677,3.854485,12.341386,-0.49006,-0.931818,-0.063154
0.021855,1.246608,7.442673,-0.806114,-0.548998,-0.014953
-0.008832,2.094145,7.492519,0.336205,-0.09371,0.263155
-0.10598,3.232678,10.119706,0.001898,0.608194,0.424821
0.94244,3.20244,11.412268,-0.117949,-0.310312,-0.069527
1.379232,1.909729,10.560539,-0.063542,-0.293335,0.044428
0.266296,3.290008,13.874049,-0.299852,-0.396281,0.187198
0.313748,1.86078,11.167228,0.083873,-0.008057,0.201669
0.837658,2.290237,9.128318,-0.260727,-0.437552,-0.457637
-0.55804,3.442242,9.602531,0.081272,0.041665,-0.012097
-0.026345,1.70211,7.191346,0.320447,-0.112026,0.679866
0.11526,2.142195,10.721455,0.182342,0.058696,0.230065
-0.3847,2.771038,6.900949,0.218914,0.264826,-0.234027
0.235161,3.334017,10.476714,0.275353,-0.041024,-0.012721
-0.145947,2.39008,7.197632,-0.791094,-0.242749,0.022691
0.218546,3.708388,6.844816,0.179853,-0.019595,-0.155516
-0.95696,3.397784,7.873477,0.176018,-0.004165,-0.121822
-0.011975,2.344125,12.270883,0.162447,0.10211,-0.273922
0.554148,2.084116,8.918304,-0.026677,-0.206125,-0.314236
0.205822,3.180885,9.217532,-0.752194,-0.110457,0.07152
-0.75009,0.90397,10.379266,-0.03675,0.245015,-0.146865
0.441731,2.174977,8.580307,0.041498,-0.285104,-0.08434
-0.157473,3.340603,8.4393,0.07617,0.117299,0.17943
0.882565,1.844315,8.340057,0.051382,0.252463,1.482268
-0.392184,3.328329,7.590715,0.280154,-0.127531,0.223311
0.593366,0.555944,10.044263,0.352424,0.178888,-0.308122
0.16825,1.825304,9.271121,-0.037805,-0.457687,0.095267
-0.391436,3.313959,11.361524,-0.541897,-0.313048,-0.039301
-0.441582,2.266138,6.678811,0.435686,0.128151,0.099964
0.606389,1.117726,13.776003,0.161685,-0.210377,-0.013191
-1.21188,1.485661,13.319003,-0.107336,0.004737,-0.129958
-1.135688,2.386787,10.441686,0.032654,0.359376,0.440564
-0.518522,2.286046,9.39626,-0.090906,0.067992,0.617913
0.087418,4.495003,11.42589,-0.015694,0.040537,-0.125023
-0.245939,2.225572,7.250473,-0.052222,0.017325,0.08902
-0.127086,0.448767,8.821905,-0.167634,-0.112553,-0.075795
0.382006,0.919089,9.015003,0.220939,0.044177,-0.043639
0.402962,2.668052,6.222859,-0.019736,0.028977,-0.144781
-0.391735,1.309776,7.283254,-0.665487,-0.369367,-0.217103
-0.233365,2.185755,9.990076,-0.102813,0.387891,0.260346
1.38477,0.128283,8.104596,-0.004814,-0.035296,0.186794
-1.593287,1.211581,10.735076,0.009952,0.207248,-0.337135
0.012274,1.676364,6.757248,-0.192794,0.09028,-0.093623
0.655188,2.697091,13.095218,-0.100293,-0.626054,-0.216399
-0.687371,3.15963,8.649763,-0.38139,0.177292,-0.128133
-0.67345,1.331331,7.331454,0.46182,0.256305,0.385168
-0.943338,0.250729,9.892029,0.190914,-0.209813,0.059521
0.415536,0.868793,8.164921,-0.187749,0.261773,0.0497
-0.25986,2.176175,6.786737,-0.363973,-0.019522,-0.046993
1.564846,1.786236,9.447753,-0.118811,0.054545,0.129841
-0.257315,2.759362,6.526129,0.032555,-0.043602,0.21861
-0.534987,2.859953,11.869268,-0.838262,-0.272565,-0.29159
1.018781,1.436263,9.629924,-0.159144,0.225863,0.107668
0.035327,1.149609,13.653258,-0.217318,0.893248,0.119315
0.040715,2.189048,12.554393,-0.025359,-0.024152,-0.253299
0.304018,3.771707,8.843759,0.058671,0.033387,-0.030808
0.434995,1.323099,10.884166,0.107528,0.110873,-0.158867
1.041384,1.559008,9.586964,-0.018175,-0.024108,0.071595
-0.382305,1.919159,7.850724,-0.106517,-0.024815,0.441589
0.007484,2.330653,7.150031,0.038083,-0.052212,-0.22929
-0.404459,3.789669,12.106075,-0.185256,0.30893,-0.436723
0.036823,2.418521,6.604416,0.099093,0.571442,0.59305
0.105231,2.1401,13.689333,0.157916,-0.051364,-0.185842
-0.856519,2.187252,6.64573,-0.384301,-0.293766,0.24891
-0.047451,1.76468,6.940168,0.241836,0.088148,-0.062066
-0.229772,2.908003,12.17583,-0.138348,0.04631,0.231359
0.886756,1.789978,9.764644,0.005717,-0.023053,-0.158255
-0.157622,2.10612,7.148235,0.185838,-0.233255,-0.049822
-0.410746,3.488795,10.726993,0.188521,0.174202,0.026588
1.063538,0.460592,10.961106,-0.322778,-0.088029,0.171807
0.097148,1.420396,6.907835,0.434422,-0.032663,0.082673
-0.639171,1.576671,7.192393,-0.143037,-0.115161,0.138113
-0.175435,2.139202,10.161469,-0.763533,-0.279646,-0.248743
0.31734,1.285227,8.931776,0.014705,0.49497,-0.063708
-0.925525,0.148342,8.527467,-0.238615,-0.211919,-0.394455
-0.598156,1.827849,9.086854,0.227144,0.016075,0.063976
0.550854,1.621877,7.763156,0.221253,0.113467,-0.374332
0.315244,2.983895,10.523117,0.189913,0.163493,-0.054187
0.031135,3.89535,7.804021,-0.410098,0.291844,-0.33301
0.023351,0.234413,11.910582,0.764986,0.296912,0.469504
-0.441282,1.878593,12.323124,-0.083312,-0.115311,-0.069187
-0.451761,1.241668,9.631721,0.011631,0.251464,0.221822
-1.383273,6.377039,10.746004,-0.290284,-0.213951,0.155169
0.4567,3.395838,7.931107,-0.133042,0.080286,0.023202
0.383952,2.398762,11.501333,0.275888,-0.016984,-0.240485
-0.029189,1.977238,7.225924,0.109805,0.080153,0.271747
0.141606,2.419568,12.148437,0.073959,0.007061,-0.052131
1.232836,-0.81251,13.706996,-0.11875,0.000595,0.031346
-0.542322,3.003055,9.207653,0.120836,-0.168177,-0.126116
-0.411943,2.528841,6.874005,-0.243333,0.242165,-0.524281
0.690514,1.118324,6.956933,0.547878,0.169769,-0.138377
-0.358654,1.37534,9.336834,-0.187545,-0.065655,-0.483806
0.292043,2.152075,6.542146,-0.084385,0.2876,0.324401
-0.313598,1.67367,6.922954,-0.453131,0.194493,0.119556
-0.09595,0.711021,7.895781,-0.047577,-0.150048,0.328679
0.458946,0.119601,9.710008,-0.071734,0.374673,-0.054353
-0.752934,3.34225,11.966416,0.319832,0.253241,0.03099
-0.675396,3.58744,11.624527,0.010598,-0.195465,-0.005157
1.23583,2.319876,8.279882,-0.995583,-0.236566,-0.621217
0.598306,1.526526,10.653646,-0.064099,-0.115145,-0.094059
-0.820594,1.165476,12.691508,-0.233058,-0.042056,-0.359922
0.168549,2.27916,7.837552,0.084942,0.107651,0.107753
-0.699795,2.095043,9.094638,-0.032415,0.018155,0.01828
-0.732876,2.679278,7.860454,0.299478,-0.092837,0.132361
-1.379531,1.911675,10.184072,-0.475533,0.048378,0.021674
-0.036823,-0.145647,11.686947,0.387905,-0.380617,0.06287
1.240171,2.247576,11.936777,0.242011,0.151963,-0.18131
-0.000449,2.811753,6.701265,0.062579,-0.013726,0.131857
-0.120799,2.89004,9.008118,0.086347,-0.496225,-0.228959
0.456102,2.086361,12.372372,-0.172273,0.197732,-0.451927
1.340612,3.233875,10.857073,0.056313,0.187265,0.052199
1.269211,0.434546,9.345965,0.26038,-0.083019,0.017596
-0.366737,0.193398,9.99292,-0.207546,-0.012828,-0.110504
0.559237,1.52907,9.900113,0.12715,-0.136355,0.152048
0.936004,1.161285,7.785011,0.229052,-0.064926,-0.099521
0.720751,2.288591,8.758736,-0.752285,0.055416,-0.163942
0.144749,1.708996,13.955928,0.258166,0.172621,0.033624
0.585283,3.748655,8.512199,-0.222788,-0.194683,-0.09011
0.154479,2.902614,11.699072,-0.668601,0.602654,0.31076
-0.588127,1.563648,10.052945,0.107247,0.289527,-0.10821
-0.089364,0.445474,11.239827,0.019822,0.285523,-0.584018
0.769849,1.379831,7.303013,0.453301,-0.090345,0.033528
0.157622,2.098037,12.908107,-0.252024,-0.355075,0.221985
0.451761,0.670007,11.427536,-0.099921,-0.080935,0.192592
0.018262,1.979035,10.014325,-0.300676,0.253511,-0.113019
2.068548,1.136137,9.089997,0.016323,0.071993,-0.028481
-0.203277,1.693129,9.146729,-0.007522,0.507771,-0.39037
0.127385,2.29398,6.886579,-0.441391,-0.068185,-0.140806
0.553699,1.578468,6.582262,-0.184741,0.142715,-0.115087
0.075593,0.805325,8.380323,0.261898,0.033347,-0.235402
0.41344,1.996099,9.376501,-0.209203,-0.381943,-0.347874
0.282612,1.540447,11.177556,0.303544,0.095165,0.050343
0.099693,4.161197,12.340188,-1.305915,0.019185,-0.351928
0.551304,2.005979,12.536879,0.008531,0.071169,-0.187266
-0.392933,2.21195,9.05497,-0.418004,0.513007,-0.485459
0.550256,3.705694,10.567425,-0.016935,0.169066,0.066143
0.411045,1.816323,7.313791,-0.014289,-0.29733,-0.109016
-0.772543,1.375041,9.149573,0.085158,0.151449,-0.145848
-1.331331,1.467997,9.500743,-0.748995,-0.123586,0.415801
-0.259411,3.073858,8.298144,-0.128508,-0.466939,-0.124499
-0.313149,3.897745,10.857222,0.32911,0.367757,-0.057486
-0.260159,0.274529,10.243349,0.342213,0.034413,-0.172519
-0.113614,1.696572,6.9008,0.211481,0.236399,-0.099235
-0.5769,3.597768,9.727821,-0.069279,-0.157728,-0.043025
-1.249901,3.345842,8.461903,-0.294065,0.200504,0.278569
-0.337249,0.544418,9.109307,0.172316,-0.14544,-0.507722
-1.303489,1.609902,10.554252,-0.319493,-0.120026,-0.553116
0.189955,3.93367,13.923745,-0.421191,-0.301314,0.142152
0.819695,1.84671,9.029373,-0.26057,0.046099,0.098943
1.663341,0.810714,10.17569,0.231239,-0.146434,0.10665
-0.079634,2.655328,7.470515,0.204141,0.046904,0.281891
-0.270937,1.673221,9.812096,0.093207,0.001174,0.044326
-0.997226,1.122965,9.315728,0.004237,-0.073755,-0.330317
-0.058229,1.394201,6.600225,0.060635,-0.596895,-0.199316
0.434696,3.187172,9.408535,0.150582,0.076259,0.184754
-0.948577,2.608476,12.468172,-0.040383,-0.108505,0.271029
-0.521066,3.340903,10.597363,0.074657,0.078941,0.122199
0.761916,0.742007,8.372839,-0.0017,-0.221968,0.190477
-0.635728,1.273252,9.904154,-0.007898,-0.036867,-0.01824
2.068848,2.06765,9.679621,0.293177,0.11618,-0.240912
0.086819,3.994144,11.168275,0.205673,0.066065,0.078997
-0.106129,1.775308,6.94885,-0.340669,-0.306571,0.090766
1.996099,1.223705,14.174175,-0.298087,-0.063399,-0.185281
0.234712,2.297123,6.147117,-0.503916,0.081102,0.126384
-0.038769,2.213597,6.698271,-0.53723,-0.086778,0.086887
0.498763,2.974465,6.973698,0.306478,0.277347,-0.20907
-0.479902,0.949775,11.182795,0.096898,0.055933,-0.098731
-0.020956,4.043541,11.625874,0.088234,-0.13921,0.004369
-0.401315,1.008902,7.887099,-0.732953,-0.274463,-0.062051
-0.223785,2.853965,11.442206,-0.345779,-0.367514,-0.101552
-0.568368,1.575474,8.803194,0.310128,0.086286,-0.043595
-0.285307,2.055825,7.442972,-0.003561,0.103026,0.42464
-0.271236,1.37055,7.355853,-0.668982,0.208221,-0.416994
0.861159,0.689766,8.661139,-0.500484,-0.199867,0.56315
-0.623154,0.454605,9.772877,0.137059,0.662863,0.022392
-0.670755,3.843557,11.380384,0.376818,0.078288,0.177333
-0.638422,2.443668,8.574769,-0.396367,0.23872,0.590117
0.771346,0.876877,6.327043,0.367857,0.094888,0.347045
-0.368833,2.922074,7.253466,-0.044972,0.037949,0.23055
-0.28366,1.943109,7.161707,0.070556,-0.025417,0.054546
-0.623454,1.697021,9.479637,0.131907,0.074962,0.590902
-0.077988,3.453319,7.094796,0.003768,-0.436328,-0.124686
-0.372426,2.510879,10.465936,-0.161052,-0.073314,0.09899
0.114212,1.152304,10.150242,-0.068137,-0.527832,0.293191
