accX;accY;accZ;gyroX;gyroY;gyroZ;Activity
-0.273481;1.974843;11.601924;0.34758;-0.421658;-0.02181;0
-0.525707;1.818718;9.520502;0.323766;0.335758;-0.086977;0
-0.522414;0.528401;9.817934;-0.013425;-0.000385;0.033253;0
-0.642314;1.640738;9.946366;0.48821;-0.206943;0.144409;0
-1.829645;1.407074;10.189461;-0.187142;0.454872;0.436932;0
-1.201402;0.913251;11.284434;-0.058864;0.042147;0.020575;0
-0.295785;0.193847;13.06543;-0.028982;-0.017401;0.023133;0
-0.403112;0.668809;9.846674;0.003868;-0.029969;-0.027327;0
0.288899;2.597698;10.326875;0.00527;0.014889;0.002038;0
-0.544867;1.093626;9.872121;0.016384;-0.26384;0.198206;0
-0.570464;1.274899;9.799971;-0.648704;0.3648;-0.008934;0
-0.559087;0.511636;9.889634;0.009738;-0.016082;0.011411;0
-0.729283;1.575923;10.392738;-0.097859;-0.499142;-0.034487;0
-0.764011;1.935026;9.663604;0.381191;-0.015923;0.050645;0
-1.181942;0.671204;9.135802;-0.03833;0.008989;-0.022516;0
-1.175356;0.39428;9.354497;0.009803;0.014489;-0.012823;0
-0.186812;1.859134;9.622141;0.253245;0.520637;0.066071;0
-0.61073;1.951642;9.450298;0.136137;-0.01569;0.168365;0
-0.547561;1.767674;9.649085;-0.292141;-0.329698;0.321744;0
-0.499212;0.551902;9.756411;-0.008853;0.010744;0.017256;0
-0.683479;1.795367;9.60343;0.041267;0.090621;-0.116898;0
-0.762215;2.052232;9.048084;0.332584;-0.068795;-0.131315;0
-0.467777;1.643283;9.688902;0.290871;-0.11033;0.234408;0
-0.066162;2.509531;9.760603;0.294427;-0.11559;0.114325;0
-0.139959;1.82725;7.234007;-0.080951;-0.173793;0.158334;0
-0.82733;1.220861;9.745035;0.350596;-0.096991;-0.590212;0
-1.087339;1.989513;7.008576;-0.093169;0.056889;-0.146491;0
-0.544717;1.034499;9.835297;-0.333505;-0.649354;0.522557;0
-0.776286;1.97634;9.671987;0.315823;0.327258;0.346289;0
-0.614921;0.631237;9.853859;-0.0131;0.002243;0.049903;0
-1.18284;1.79836;8.303233;0.524127;0.253952;0.277516;0
0.270338;0.997376;10.260563;-0.017344;-0.011997;0.156609;0
-3.54433;0.689616;13.307028;-0.02184;0.001259;-0.032817;0
-0.323627;1.63026;9.213191;-0.76896;-0.172672;-0.524012;0
-0.449066;1.588646;9.644145;0.174673;0.239302;0.336922;0
-0.485141;0.52436;9.863888;-0.022004;0.008102;0.005944;0
-0.544568;1.138083;9.700278;0.758058;0.155941;-0.031054;0
-1.817221;0.761167;10.269694;-0.039917;0.081073;-0.002556;0
-0.930914;0.986898;9.661359;-0.219571;-0.413371;-0.070813;0
-2.028432;1.082998;11.951147;0.007821;-0.001205;0.021213;0
-0.618813;0.561931;9.845027;-0.0217;0.511204;0.365598;0
-0.763712;2.046844;9.774374;0.343326;0.372877;-0.329867;0
-0.615819;1.263073;8.440947;0.031895;0.007782;0.063569;0
-0.645757;1.100511;9.830807;-0.366488;-0.14412;-0.384073;0
-0.613125;1.944906;8.00176;0.025406;0.035425;-0.094744;0
-0.732277;1.871408;9.798773;-0.088229;-0.049833;0.247398;0
-0.667761;1.128054;9.551787;0.446721;-0.096984;-0.18766;0
-0.605491;1.908831;6.730005;0.036983;0.009994;0.034315;0
-1.273851;1.10111;10.571766;-0.086749;0.018316;0.210783;0
-0.748144;1.989513;9.366772;-0.158497;0.003476;0.252071;0
-0.523162;1.152004;7.707023;-0.07852;-0.153626;-0.241874;0
-0.408351;2.634372;11.085348;-0.577077;0.354881;-0.011031;0
-0.608335;2.971471;9.53128;1.072237;0.480241;0.341011;0
-0.350721;0.863105;10.423275;0.010207;-0.011893;0.027637;0
-0.409997;2.060615;9.206455;0.41746;0.234948;-0.198458;0
-0.651745;1.731;9.66091;0.025919;0.016727;0.028322;0
-0.78362;1.345702;9.690249;-0.274521;-0.56669;0.271712;0
-0.151186;-0.631387;12.743899;-0.043758;-0.018503;0.010803;0
-1.12985;1.672173;6.545289;-0.009914;-0.033898;-0.049967;0
-0.661325;0.722997;9.850117;0.067207;0.03902;-0.118651;0
-0.484093;1.079555;9.792337;0.130028;0.101387;-0.210232;0
-0.474064;1.611998;9.798474;-0.367081;0.332144;0.49084;0
-0.805475;1.65436;9.893975;-0.228566;0.029024;0.195581;0
-0.314795;1.095572;9.418863;-0.035494;0.005122;0.019405;0
-0.803379;0.525407;10.280023;0.080085;-0.112415;-0.595639;0
-0.576302;0.455503;9.859846;-0.047297;0.014128;0.070935;0
-0.559536;0.643212;9.685609;-0.008872;-0.003098;0.022982;0
-0.713566;0.826282;9.347312;-0.038516;-0.015619;-0.012031;0
-1.771716;0.559836;12.165651;0.022413;-0.018245;0.012895;0
-0.439935;1.069825;9.915081;0.267888;-0.219973;-0.548516;0
-0.642015;1.153352;9.861343;0.46173;0.325741;-0.19517;0
-0.75488;1.627266;9.524843;0.014323;0.006434;-0.020082;0
-0.570314;1.257834;7.624994;-0.036328;0.012751;0.040302;0
-0.368534;1.757944;8.065528;0.009956;-0.022905;0.045116;0
0.150587;1.248404;7.042854;0.020847;0.003767;0.132375;0
-0.534838;0.520917;9.840237;-0.132351;0.300028;-0.270989;0
0.020058;0.131127;11.313174;-0.010404;-0.002838;-0.000699;0
-0.734223;1.829196;10.104887;0.240399;0.931542;0.085041;0
-0.251627;1.968107;9.141939;0.337121;-0.064459;0.288676;0
-0.267344;1.87081;9.674083;0.242319;-0.48566;-0.137851;0
-1.570085;1.599723;8.422086;-0.017322;-0.008259;-0.038539;0
-0.583636;1.339265;9.679771;-0.592546;-0.087343;0.61043;0
-0.954415;0.854124;9.906699;0.575757;-0.55556;0.234549;0
-0.483644;1.127605;10.121652;0.47485;0.193344;0.382455;0
-0.623454;1.878444;9.534124;0.074362;-0.271185;0.134497;0
-0.636027;0.786764;6.322552;0.0209;-0.016407;0.00875;0
-0.573158;0.155676;12.155473;0.005639;0.0203;0.022101;0
-0.641566;1.810036;9.367071;-0.087522;-0.261746;0.007928;0
-1.374142;1.853446;7.15572;-0.020374;-0.006589;0.005093;0
-0.684527;2.507735;9.37231;-0.02127;-0.009335;0.028986;0
-0.413889;0.79829;9.709409;0.020137;0.019136;0.021809;0
-0.20193;1.035397;9.697284;0.002502;0.037616;0.00592;0
